aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,taxa_name,TG_latest,unreviewed_traitValue,References,PataHunt_traitValue,filter_or_not,campbell_diet,same_or_not,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
363803,Oncaea venusta,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea venusta,urn:lsid:marinespecies.org:taxname:128954,"Alternative representation; Oncaea venusta Philippi, 1843",Cyclopoid,Oncaea venusta typica,Oncaea venusta typica,carnivore,not_determined,[6],not determined,0,NA,NA,11,7.35873622346627E-09,NA,NA,NA,NA,NA,NA,11,1.35637443579447E-06
361875,Oncaea paraclevei,Oncaea paraclevei,4144,"BÃ¶ttger-Schnack, 2001",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea paraclevei,urn:lsid:marinespecies.org:taxname:361875,"Oncaea paraclevei BÃ¶ttger-Schnack, 2001",Non-calanoid,Oncaea paraclevei,Oncaea paraclevei,carnivore,not_determined,[6],not determined,0,omni,TRUE,15.3338,1.02579445003079E-08,15.3338,1.94582887584048E-05,NA,NA,NA,NA,NA,NA
360846,Oncaea waldemari,Oncaea waldemari,4164,"Bersano & Boxshall, 1996",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea waldemari,urn:lsid:marinespecies.org:taxname:360846,"Oncaea waldemari Bersano & Boxshall, 1996",Non-calanoid,Oncaea waldemari,Oncaea waldemari,carnivore,omnivore; detritivore,[6],omnivore; detritivore,0,omni,TRUE,6.667,4.46006312744087E-09,6.667,8.46029106629046E-06,NA,NA,NA,NA,NA,NA
128950,Oncaea scottodicarloi,Oncaea scottodicarloi,4155,"Heron & Bradford-Grieve, 1995",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea scottodicarloi,urn:lsid:marinespecies.org:taxname:128950,"Oncaea scottodicarloi Heron & Bradford-Grieve, 1995",Non-calanoid,Oncaea scottodicarloi,Oncaea scottodicarloi,carnivore,omnivore; detritivore,[6],omnivore; detritivore,0,omni,TRUE,5.0879,3.40368309376127E-09,5.0879,6.45644441520612E-06,NA,NA,NA,NA,NA,NA
128955,Oncaea zernovi,Oncaea zernovi,4166,"Shmeleva, 1966",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea zernovi,urn:lsid:marinespecies.org:taxname:128955,"Oncaea zernovi Shmeleva, 1966",Non-calanoid,Oncaea zernovi complex,Oncaea zernovi,carnivore,not_determined,[6],not determined,0,omni,TRUE,4.0001,2.67597097886249E-09,4.0001,5.07604774175318E-06,NA,NA,NA,NA,NA,NA
128926,Oncaea atlantica,Oncaea atlantica,4101,"Shmeleva, 1967",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea atlantica,urn:lsid:marinespecies.org:taxname:128926,"Oncaea atlantica Shmeleva, 1967",Non-calanoid,Oncaea atlantica complex,Oncaea atlantica,carnivore,not_determined,[6],not determined,0,NA,NA,0.6259,4.18712091115231E-10,0.6259,7.94254714022979E-07,NA,NA,NA,NA,NA,NA
359743,Onychocorycaeus agilis,Onchocorycaeus agilis,4169,"(Dana, 1849)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus agilis,urn:lsid:marinespecies.org:taxname:359743,"Onychocorycaeus agilis (Dana, 1849)",Non-calanoid,Onychocorycaeus agilis,Onychocorycaeus agilis,carnivore,carnivore,[A],carnivore,0,carn,TRUE,452.3618,3.02619196706582E-07,452.3618,0.00057403817238204,NA,NA,NA,NA,NA,NA
128816,Onychocorycaeus catus,Onchocorycaeus catus,4170,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus catus,urn:lsid:marinespecies.org:taxname:128816,"Onychocorycaeus catus (Dahl F., 1894)",Non-calanoid,Onychocorycaeus catus,Onychocorycaeus catus,carnivore,carnivore,[A],carnivore,0,carn,TRUE,357.5625,2.39200738263923E-07,357.5625,0.00045373973667173,NA,NA,NA,NA,NA,NA
128638,Onychocorycaeus,Onychocorycaeus,4168,"Dahl M., 1912",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,NA,urn:lsid:marinespecies.org:taxname:128638,"Onychocorycaeus Dahl M., 1912",Non-calanoid,Onychocorycaeus spp.,Onychocorycaeus spp.,carnivore,not_determined,[A],not determined,0,carn,FALSE,294.8912,1.97275141401949E-07,294.8912,0.00037421109717829,NA,NA,NA,NA,NA,NA
359744,Onychocorycaeus pacificus,Onchocorycaeus pacificus,4174,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus pacificus,urn:lsid:marinespecies.org:taxname:359744,"Onychocorycaeus pacificus (Dahl F., 1894)",Non-calanoid,Onychocorycaeus pacificus,Onychocorycaeus pacificus,carnivore,carnivore,[A],carnivore,0,carn,TRUE,192.4943,1.28774070747344E-07,192.4943,0.0002442714574174,NA,NA,NA,NA,NA,NA
128818,Onychocorycaeus latus,Onchocorycaeus latus,4172,"(Dana, 1849)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus latus,urn:lsid:marinespecies.org:taxname:128818,"Onychocorycaeus latus (Dana, 1849)",Non-calanoid,Onychocorycaeus latus,Onychocorycaeus latus,carnivore,carnivore,[A],carnivore,0,carn,TRUE,110.1633,7.36966060187801E-08,110.1633,0.00013979504767107,NA,NA,NA,NA,NA,NA
128817,Onychocorycaeus giesbrechti,Corycaeus giesbrechti,4171,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus giesbrechti,urn:lsid:marinespecies.org:taxname:128817,"Onychocorycaeus giesbrechti (Dahl F., 1894)",Non-calanoid,Onychocorycaeus giesbrechti,Onychocorycaeus giesbrechti,carnivore,carnivore,[A],carnivore,0,carn,TRUE,20.4214,1.36614269012631E-08,20.4214,2.59143524795476E-05,NA,NA,NA,NA,NA,NA
128820,Onychocorycaeus pumilus,Onchocorycaeus pumilus,4175,"(Dahl M., 1912)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus pumilus,urn:lsid:marinespecies.org:taxname:128820,"Onychocorycaeus pumilus (Dahl M., 1912)",Non-calanoid,Onychocorycaeus pumilus,Onychocorycaeus pumilus,carnivore,not_determined,Derived at genus level,not determined,0,carn,TRUE,17.2124,1.15146828520719E-08,17.2124,2.18421949826636E-05,NA,NA,NA,NA,NA,NA
128819,Onychocorycaeus ovalis,Onchocorycaeus ovalis,4173,"(Claus, 1863)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus ovalis,urn:lsid:marinespecies.org:taxname:128819,"Onychocorycaeus ovalis (Claus, 1863)",Non-calanoid,Onychocorycaeus ovalis,Onychocorycaeus ovalis,carnivore,carnivore,[A],carnivore,0,carn,TRUE,0.6257,4.18578295911168E-10,0.6257,7.94000917980792E-07,NA,NA,NA,NA,NA,NA
128722,Sapphirina,Sapphirina,4246,"Thompson J., 1829",180,Genus,128595,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,NA,urn:lsid:marinespecies.org:taxname:128722,"Sapphirina Thompson J., 1829",Non-calanoid,Sapphirina ovatolanceolata / gemma,Sapphirina ovatolanceolata,carnivore,parasite,[2] [A] [P],parasite,0,omni,FALSE,2872.7883000029,1.92182648414376E-06,828.7883,0.001051716,1913,NA,43,3.17829568544528E-08,88,1.08509954863558E-05
129058,Sapphirina scarlata,Sapphirina scarlata,4263,"Giesbrecht, 1891",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina scarlata,urn:lsid:marinespecies.org:taxname:129058,"Sapphirina scarlata Giesbrecht, 1891",Non-calanoid,Sapphirina scarlata,Sapphirina scarlata,carnivore,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,181.7534,1.21588666210741E-07,181.7534,0.00023064146786979,NA,NA,NA,NA,NA,NA
129053,Sapphirina nigromaculata,Sapphirina nigromaculata,4258,"Claus, 1863",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina nigromaculata,urn:lsid:marinespecies.org:taxname:129053,"Sapphirina nigromaculata Claus, 1863",Non-calanoid,Sapphirina cf. nigromaculata,Sapphirina cf,carnivore,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,172.0213,1.15078124683433E-07,169.0213,0.00021448468492617,NA,NA,NA,NA,3,3.6992030067122E-07
129060,Sapphirina stellata,Sapphirina stellata,4265,"Giesbrecht, 1891",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina stellata,urn:lsid:marinespecies.org:taxname:129060,"Sapphirina stellata Giesbrecht, 1891",Non-calanoid,Sapphirina stellata,Sapphirina stellata,carnivore,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,41.0353,2.74516316864368E-08,41.0353,5.207298364969E-05,NA,NA,NA,NA,NA,NA
129054,Sapphirina opalina,Sapphirina opalina,4259,"Dana, 1849",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina opalina,urn:lsid:marinespecies.org:taxname:129054,"Sapphirina opalina Dana, 1849",Non-calanoid,Sapphirina opalina,Sapphirina opalina,carnivore,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,34.3799,2.29993286808316E-08,34.3799,4.36274127538562E-05,NA,NA,NA,NA,NA,NA
129041,Sapphirina angusta,Sapphirina angusta,4247,"Dana, 1849",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina angusta,urn:lsid:marinespecies.org:taxname:129041,"Sapphirina angusta Dana, 1849",Non-calanoid,Sapphirina angusta,Sapphirina angusta,carnivore,carnivore,[A] [P] *,carnivore,0,omni,FALSE,22.6264,1.51365190260579E-08,22.6264,2.87124538446549E-05,NA,NA,NA,NA,NA,NA
129052,Sapphirina metallina,Sapphirina metallina,4257,"Dana, 1849",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina metallina,urn:lsid:marinespecies.org:taxname:129052,"Sapphirina metallina Dana, 1849",Non-calanoid,Sapphirina metallina,Sapphirina metallina,carnivore,carnivore,[2] [A] [P],carnivore,0,NA,NA,2.0001,1.33801893823226E-09,2.0001,2.53808731988714E-06,NA,NA,NA,NA,NA,NA
128957,Triconia conifera,Oncaea conifera,4320,"(Giesbrecht, 1891)",220,Species,128691,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,Triconia conifera,urn:lsid:marinespecies.org:taxname:128957,"Triconia conifera (Giesbrecht, 1891)",Non-calanoid,Triconia conifera complex,Triconia conifera,omnivore,omnivore; detritivore,[A] [C],omnivore; detritivore,0,omni,TRUE,107.779,7.21015664935428E-08,107.779,0.00013676941815415,NA,NA,NA,NA,NA,NA
128691,Triconia,Triconia,4316,"BÃ¶ttger-Schnack, 1999",180,Genus,128586,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,NA,urn:lsid:marinespecies.org:taxname:128691,"Triconia BÃ¶ttger-Schnack, 1999",Non-calanoid,Triconia spp.,Triconia spp.,omnivore,not_determined,[A] [C],not determined,0,omni,TRUE,52.8781,3.53741808998247E-08,52.8781,6.71012624917375E-05,NA,NA,NA,NA,NA,NA
345368,Triconia antarctica,Triconia antarctica,4317,"(Heron, 1977)",220,Species,128691,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,Triconia antarctica,urn:lsid:marinespecies.org:taxname:345368,"Triconia antarctica (Heron, 1977)",Non-calanoid,Triconia antarctica,Triconia antarctica,omnivore,omnivore; detritivore,[A] [P],omnivore; detritivore,0,NA,NA,21,1.40484964266174E-08,NA,NA,NA,NA,NA,NA,21,2.58944210469854E-06
128639,Urocorycaeus,Urocorycaeus,4347,"Dahl, 1912",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Urocorycaeus,NA,urn:lsid:marinespecies.org:taxname:128639,"Urocorycaeus Dahl, 1912",Non-calanoid,Urocorycaeus spp.,Urocorycaeus spp.,carnivore,not_determined,[A],not determined,0,carn,TRUE,2.6667,1.78395835337432E-09,2.6667,3.38398952849509E-06,NA,NA,NA,NA,NA,NA
765217,Urocorycaeus longistylis,Urocorycaeus longistylis,4350,"(Dana, 1849)",220,Species,128639,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Urocorycaeus,Urocorycaeus longistylis,urn:lsid:marinespecies.org:taxname:765217,"Urocorycaeus longistylis (Dana, 1849)",Non-calanoid,Urocorycaeus longistylis,Urocorycaeus longistylis,carnivore,carnivore,[A],carnivore,0,carn,TRUE,34.0008,2.27457198715302E-08,34.0008,4.31463423558915E-05,NA,NA,NA,NA,NA,NA
128822,Urocorycaeus lautus,Urocorycaeus lautus,4349,"(Dana, 1849)",220,Species,128639,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Urocorycaeus,Urocorycaeus lautus,urn:lsid:marinespecies.org:taxname:128822,"Urocorycaeus lautus (Dana, 1849)",Non-calanoid,Urocorycaeus lautus,Urocorycaeus lautus,carnivore,carnivore,[A],carnivore,0,carn,TRUE,20.7332,1.38700136243973E-08,20.7332,2.63100205093165E-05,NA,NA,NA,NA,NA,NA
128821,Urocorycaeus furcifer,Urocorycaeus furcifer,4348,"(Claus, 1863)",220,Species,128639,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Urocorycaeus,Urocorycaeus furcifer,urn:lsid:marinespecies.org:taxname:128821,"Urocorycaeus furcifer (Claus, 1863)",Non-calanoid,Urocorycaeus furcifer,Urocorycaeus furcifer,carnivore,carnivore,[A],carnivore,0,carn,TRUE,15.3206,1.02491140168398E-08,15.3206,1.94415382196205E-05,NA,NA,NA,NA,NA,NA
107018,Acanthephyra,Acanthephyra,2687,"A. Milne-Edwards, 1881",180,Genus,585943,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,NA,urn:lsid:marinespecies.org:taxname:107018,"Acanthephyra A. Milne-Edwards, 1881",Decapod,Ephyra larva,Ephyra larva,NA,not_determined,NA,not determined,0,NA,NA,5.3333,3.5678498091466E-09,5.3333,6.76785215896909E-06,NA,NA,NA,NA,NA,NA
883864,Belzebub spp.,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Belzebub,NA,urn:lsid:marinespecies.org:taxname:883864,"Belzebub Vereshchaka, Olesen & Lunina, 2016",NA,Belzebub spp.,Belzebub spp.,omnivore,not_determined,Sathishkumar et al (2024; 10.1111/maec.12849) - Opportunistic feeder,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
382879,Jasus edwardsii,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus edwardsii,urn:lsid:marinespecies.org:taxname:382879,"Jasus edwardsii (Hutton, 1875)",NA,Jasus edwardsii,Jasus edwardsii,NA,not_determined,NA,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
106827,Lucifer,Lucifer,2826,"Thompson, 1829",180,Genus,106730,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,NA,urn:lsid:marinespecies.org:taxname:106827,"Lucifer Thompson, 1829",Decapod,Lucifer spp.,Lucifer spp.,carnivore,not_determined,Vega-Pérez et al (1996; 10.1590/S1413-77391996000100001 ),not determined,0,NA,NA,2221.4332,1.48608554153187E-06,2218.4332,0.002815148,NA,NA,3,2.2174155944967E-09,NA,NA
107122,Lucifer typus,Lucifer reynaudii,2827,"H. Milne Edwards, 1837",220,Species,106827,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,Lucifer typus,urn:lsid:marinespecies.org:taxname:107122,"Lucifer typus H. Milne Edwards, 1837",Decapod,Lucifer typus,Lucifer typus,carnivore,not_determined,Derived at the genus level,not determined,0,NA,NA,82.6685,5.53032441354201E-08,82.6685,0.00010490469056751,NA,NA,NA,NA,NA,NA
883869,Lucifer penicillifer,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,Lucifer penicillifer,urn:lsid:marinespecies.org:taxname:377462,"Lucifer penicillifer Hansen, 1919",NA,Lucifer penicillifer,Lucifer penicillifer,carnivore,not_determined,Derived at the genus level,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
106992,Lysmata,Lysmata,2829,"Risso, 1816",180,Genus,883936,Animalia,Arthropoda,Malacostraca,Decapoda,Lysmatidae,Lysmata,NA,urn:lsid:marinespecies.org:taxname:106992,"Lysmata Risso, 1816",Decapod,Lysmata spp.,Lysmata spp.,NA,not_determined,NA,not determined,0,NA,NA,6.0001,4.01392301949272E-09,6.0001,7.61400816361923E-06,NA,NA,NA,NA,NA,NA
392346,Munida gregaria,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida gregaria,urn:lsid:marinespecies.org:taxname:392346,"Munida gregaria (Fabricius, 1793)",NA,Munida gregaria,Munida gregaria,carnivore,not_determined,Pérez-Barros et al. (2010; https://www.redalyc.org/pdf/479/47919217011.pdf),not determined,0,NA,NA,186,1.24429539778611E-07,NA,NA,NA,NA,NA,NA,186,2.29350586416157E-05
1130,Decapoda,Decapoda,2738,"Latreille, 1802",100,Order,1089,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1130,"Decapoda Latreille, 1802",Decapod,Decapod larvae,Decapod,NA,not_determined,"[D] Anger (2001). The biology of decapod crustacean larvae -  detritivores, herbivores, carnivores, or omnivores",not determined,0,NA,NA,386200.248800054,0.00025835870548696,6771.2488,0.008592581,365439.000000054,NA,13154,9.72262824333655E-06,836,0.00010308445712038
106731,Sergestidae,Sergestidae,2985,"Dana, 1852",140,Family,106684,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,NA,NA,urn:lsid:marinespecies.org:taxname:106731,"Sergestidae Dana, 1852",Decapod,Sergestid protozoea,Sergestid protozoea,carnivore,carnivore,[1],carnivore,0,NA,NA,380.0141,2.5422032028163E-07,186.0141,0.00023604821185451,NA,NA,146,1.0791422559884E-07,48,5.91872481073953E-06
106673,Brachyura,Brachyura,2713,"Latreille, 1802",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106673,"Brachyura Latreille, 1802",Decapod,Brachyuran megalopa,Brachyuran,NA,not_determined,[D],not determined,0,NA,NA,1175.6797,7.86501526871268E-07,1175.6797,0.001491914,NA,NA,NA,NA,NA,NA
106674,Caridea,Caridea,2721,"Dana, 1852",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106674,"Caridea Dana, 1852",Decapod,Caridea megalopa larvae,Caridea,NA,not_determined,[D],not determined,0,NA,NA,132.5044,8.86422661862421E-08,132.5044,0.00016814546146155,NA,NA,NA,NA,NA,NA
106671,Anomura,Anomura,2706,"MacLeay, 1838",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106671,"Anomura MacLeay, 1838",Decapod,Anomura megalopa larvae,Anomura,NA,not_determined,[D],not determined,0,NA,NA,56.3808,3.77174032061824E-08,56.3808,7.15461194765726E-05,NA,NA,NA,NA,NA,NA
106734,Porcellanidae,Porcellanidae,2963,"Haworth, 1825",140,Family,106685,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,urn:lsid:marinespecies.org:taxname:106734,"Porcellanidae Haworth, 1825",Decapod,Porcelain crab zoea,Porcelain crab,omnivore,not_determined,NA,not determined,0,NA,NA,17.2732,1.1555356594107E-08,17.2732,2.19193489794883E-05,NA,NA,NA,NA,NA,NA
106800,Callianassidae,Callianassidae,2714,"Dana, 1852",140,Family,477324,Animalia,Arthropoda,Malacostraca,Decapoda,Callianassidae,NA,NA,urn:lsid:marinespecies.org:taxname:106800,"Callianassidae Dana, 1852",Decapod,Callianassidae zoea,Callianassidae,NA,not_determined,NA,not determined,0,NA,NA,3.1293,2.09342666037209E-09,3.1293,3.97101977407271E-06,NA,NA,NA,NA,NA,NA
106758,Leucosiidae,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,NA,NA,urn:lsid:marinespecies.org:taxname:106758,"Leucosiidae Samouelle, 1819",NA,Leucosiid zoea,Leucosiid,NA,not_determined,NA,not determined,0,NA,NA,2.6666,1.78389145577229E-09,2.6666,3.383862630474E-06,NA,NA,NA,NA,NA,NA
106669,Dendrobranchiata,Dendrobranchiata,2739,"Spence Bate, 1888",110,Suborder,1130,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106669,"Dendrobranchiata Spence Bate, 1888",Decapod,Dendrobranchiata larvae,Dendrobranchiata,NA,not_determined,[D],not determined,0,NA,NA,1.3334,8.92012625488174E-10,1.3334,1.69205821325809E-06,NA,NA,NA,NA,NA,NA
106776,Alpheidae,Alpheidae,2702,"Rafinesque, 1815",140,Family,106709,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,NA,NA,urn:lsid:marinespecies.org:taxname:106776,"Alpheidae Rafinesque, 1815",Decapod,Alpheid zoea,Alpheid,NA,not_determined,NA,not determined,0,NA,NA,0.6259,4.18712091115231E-10,0.6259,7.94254714022979E-07,NA,NA,NA,NA,NA,NA
514315,Nematocarcinus longirostris,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae ,Nematocarcinus,Nematocarcinus longirostris,urn:lsid:marinespecies.org:taxname:514315,"Nematocarcinus longirostris Spence Bate, 1888",NA,Nematocarcinus longirostris,Nematocarcinus longirostris,NA,not_determined,NA,not determined,0,NA,NA,4,2.67590408126046E-09,NA,NA,NA,NA,NA,NA,4,4.93227067561627E-07
107060,Panulirus,Phyllosoma,2906,"White, 1847",180,Genus,106794,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,NA,urn:lsid:marinespecies.org:taxname:107060,"Panulirus White, 1847",Decapod,Phyllosoma larvae,Phyllosoma,carnivore,not_determined,NA,not determined,0,NA,NA,25.9402,1.73533717621781E-08,25.9402,3.29176004676448E-05,NA,NA,NA,NA,NA,NA
137222,Doliolum,Doliloum,5204,"Quoy & Gaimard, 1834",180,Genus,137215,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum,NA,urn:lsid:marinespecies.org:taxname:137222,"Doliolum Quoy & Gaimard, 1834",Thaliacean,Doliolum oozoid spp.,Doliolum oozoid,filter-feeder,not_determined,NA,not determined,1,NA,NA,11527.9193,7.71190157582781E-06,11527.9193,0.014628701,NA,NA,NA,NA,NA,NA
137215,Doliolidae,Doliolidae,5198,"Bronn, 1862",140,Family,719942,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,NA,urn:lsid:marinespecies.org:taxname:137215,"Doliolidae Bronn, 1862",Thaliacean,Doliolidae indet,Doliolidae,filter-feeder,not_determined,NA,not determined,1,NA,NA,22696,1.51830797570728E-05,NA,NA,21461,NA,1118,8.26356878215772E-07,117,1.44268917261776E-05
236217,Euphausia superba,Euphausia superba,3025,"Dana, 1850",220,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia superba,urn:lsid:marinespecies.org:taxname:236217,"Euphausia superba Dana, 1850",Euphausiid,Euphausia superba,Euphausia superba,omnivore,omnivore; herbivore,Boyd et al (1988; https://www.jstor.org/stable/27920092),omnivore; herbivore,0,NA,NA,7372.0001,4.93169128866063E-06,6.0001,7.61400816361923E-06,NA,NA,NA,NA,7366,0.00090827764491473
221054,Euphausia vallentini,Euphausia vallentini,3028,"Stebbing, 1900",220,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia vallentini,urn:lsid:marinespecies.org:taxname:221054,"Euphausia vallentini Stebbing, 1900",Euphausiid,Euphausia vallentini,Euphausia vallentini,omnivore,not_determined,[4],not determined,0,NA,NA,5382.5999,3.60083026005054E-06,110.5999,0.00014034908443117,NA,NA,NA,NA,5272,0.00065007327504622
236218,Euphausia frigida,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphasiidae,Euphausia,Euphausia frigida,urn:lsid:marinespecies.org:taxname:236218,"Euphausia frigida Hansen, 1911",Euphausiid,Euphausia frigida,Euphausia frigida,omnivore,not_determined,Opportunistic feeder,not determined,0,NA,NA,4355.3342,2.91361414025832E-06,45.3342,5.75282026784798E-05,NA,NA,NA,NA,4310,0.00053145216529765
236220,Euphausia triacantha,Euphausia triacantha,3027,"Holt & Tattersall, 1906",220,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia triacantha,urn:lsid:marinespecies.org:taxname:236220,"Euphausia triacantha Holt & Tattersall, 1906",Euphausiid,Euphausia triacantha,Euphausia triacantha,omnivore,not_determined,Opportunistic feeder,not determined,0,NA,NA,1295.6668,8.6677001951842E-07,2.6668,3.38411642651618E-06,NA,NA,NA,NA,1293,0.00015943564958929
221053,Euphausia longirostris,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphasiidae,Euphausia,Euphausia longirostris,urn:lsid:marinespecies.org:taxname:221053,"Euphausia longirostris Hansen, 1908",Euphausiid,Euphausia longirostris,Euphausia longirostris,omnivore,not_determined,Opportunistic feeder,not determined,0,NA,NA,584.3064,3.90886970116652E-07,21.3064,2.70373999662234E-05,NA,NA,NA,NA,563,6.9421709759299E-05
221055,Euphausia lucens,Euphausia lucens,3021,"Hansen, 1905",220,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia lucens,urn:lsid:marinespecies.org:taxname:221055,"Euphausia lucens Hansen, 1905",Euphausiid,Euphausia lucens,Euphausia lucens,omnivore,not_determined,[E],not determined,0,NA,NA,458.6255,3.0680946180503E-07,72.6255,9.21603223091162E-05,NA,NA,NA,NA,386,4.7596412019697E-05
