sample_id,zoopTotal_sum,FF_sum,Omni_sum,Carni_sum,Cope_omni_sum,Cope_carni_sum,Cal_omni_sum,Cal_carni_sum,Cyc_omni_sum,Cyc_carni_sum,otherCopepods_omni_sum,otherCopepods_carni_sum
609-33,19.3334,0,15.3333,4.0001,15.3333,4.0001,4.6667,1.3334,10.6666,2.6667,0,0
609-37,21.3336,0,20.0002,1.3334,19.3335,0.6667,2.6668,0,16.6667,0.6667,0,0
609-41,104.6667,0,101.3333,3.3334,101.3333,3.3334,8,0,93.3333,3.3334,0,0
609-45,104.6669,0,94.0001,10.6668,94.0001,10.6668,14.6668,0.6667,79.3333,10.0001,0,0
609-49,48.0005,0,39.3337,8.6668,38.0003,8.0001,12.0003,4.6667,26,3.3334,0,0
609-5,13.3336,5.3333,5.3335,2.6668,2.6668,2.6668,2.6668,0.6667,0,2.0001,0.6667,0
609-9,8.6668,2,3.3334,3.3334,2,3.3334,2,0,0,3.3334,1.3334,0
61-1,112.0005,0,71.3335,40.667,63.3335,30.6669,56.6668,5.3334,6.6667,25.3335,4.6667,0
61-13,72.0004,0,35.3335,36.6669,30.6668,34.0002,27.3335,5.3334,3.3333,28.6668,0.6667,0
61-17,68.0008,0,30.6672,37.3336,26.6671,34.6669,26.0004,6.6667,0.6667,28.0002,1.3334,0
61-21,125.3342,0,85.3339,40.0003,74.0005,34.0002,72.6671,8,1.3334,26.0002,2.6667,0
61-25,63.3338,0,44.0003,19.3335,36.667,17.3335,35.3337,2,1.3333,15.3335,4,0
61-29,53.3335,0,35.3335,18,30.0001,15.3333,28.0001,0,2,15.3333,0.6667,0
61-5,83.3338,0,48.0002,35.3336,44.6668,32.0002,40.6668,2.6666,4,29.3336,0.6667,0
61-9,127.3337,0,67.3336,60.0001,64.0002,46.6668,51.3335,8.0002,12.6667,38.6666,1.3334,0
612-1,7.3336,0,5.3335,2.0001,5.3335,1.3334,3.3335,0,2,1.3334,0,0
612-13,8.0002,0,6.0002,2.6667,4.6668,2,2.0001,0,2.6667,2,0,0
612-17,10.6668,0,7.3334,3.3334,6.6667,3.3334,1.3334,0.6667,5.3333,2.6667,0,0
612-21,36.0003,0,28.6668,8.0002,27.3334,6.6668,13.3334,1.3333,14,5.3335,0,0
612-25,10.6669,0,6.0001,4.6668,4.6668,4.6668,2.6668,0.6667,2,4.0001,0,0
612-29,54.6671,0,36.0002,19.3336,30.6668,16.6668,26.6668,10,4,6.6668,0,0
612-33,302.0004,0,120.0002,186.6669,89.3335,180.0002,82.6668,152.0001,6.6667,28.0001,0.6667,0
612-37,168.0008,0,76.6671,101.3337,48.6671,89.3336,34.0004,68.6668,14.6667,20.6668,0.6667,0
612-41,245.3325,1.3333,134.6662,110.6663,111.9997,105.333,59.9997,82.6665,52,22.6665,1.3333,0
612-45,581.3344,2.6667,248.0005,344.0005,189.3337,309.3337,157.3337,216.0001,32,93.3336,5.3334,0
612-49,294.6661,0,105.3331,191.9997,90.6664,182.6665,73.333,132,17.3334,50.6665,0,0
612-5,12.6667,0,12,1.3334,11.3333,0.6667,8,0,3.3333,0.6667,0,0
612-53,469.3325,0,145.3332,329.3326,110.6665,305.3327,97.3332,233.333,13.3333,71.9997,0,0
612-57,132.0004,0,66.0003,67.3334,61.3336,62.6667,32.6669,31.3333,28.6667,31.3334,0,0
612-61,249.3339,0.6667,74.667,178.0002,65.3336,169.3335,42.6669,133.3333,22.6667,36.0002,0.6667,0
612-65,179.9995,0,57.333,122.6665,45.333,119.9998,33.333,75.9999,12,43.9999,2.6667,0
612-69,324.0005,0,69.3336,256.0002,56.6669,252.6669,54.6669,214.6667,2,38.0002,0,0
612-73,70.6675,0,26.6671,44.6671,22.0004,43.3337,15.3337,30.0001,6.6667,13.3336,0,0
612-77,477.3342,0,130.6672,349.3337,112.0004,336.0002,90.6671,258.6668,21.3333,77.3334,2.6667,0
612-9,10.667,0,8.0002,2.6668,8.0002,2.6668,3.3335,0,4.6667,2.6668,0,0
614-1,6.0001,0,5.3334,0.6667,4.0001,0.6667,1.3334,0,2.6667,0.6667,0,0
614-13,2.6668,0,2.0001,0.6667,2.0001,0.6667,1.3334,0.6667,0.6667,0,0,0
614-17,4.0001,0,2.6667,1.3334,2.6667,1.3334,2,0,0.6667,1.3334,0,0
614-21,24.6669,0,13.3334,11.3335,13.3334,11.3335,13.3334,0.6667,0,10.6668,0,0
614-25,21.3335,0,10.6668,10.6667,9.3334,10.6667,9.3334,1.3333,0,9.3334,0.6667,0
614-29,24,0,14.6667,9.3333,13.3333,9.3333,13.3333,2.6667,0,6.6666,0,0
614-33,17.3335,0,6.0001,11.3334,6.0001,11.3334,6.0001,4,0,7.3334,0,0
614-37,18.667,0,8.0002,10.6668,6.6669,8.0001,6.0002,5.3334,0.6667,2.6667,0,0
614-41,18.6667,0,6.6667,12,6,12,6,9.3333,0,2.6667,0.6667,0
614-45,46.6672,0.6667,21.3336,24.6669,16.6668,24.0002,15.3335,22.0001,1.3333,2.0001,2.6667,0
614-49,22.6671,0,15.3336,7.3335,14.0002,6.6668,14.0002,2,0,4.6668,0.6667,0
614-5,1.3334,0,0.6667,0.6667,0.6667,0.6667,0.6667,0,0,0.6667,0,0
614-53,15.3336,0,10.6668,4.6668,10.0001,4.0001,9.3334,1.3334,0.6667,2.6667,0.6667,0
614-57,17.3335,0,13.3334,4.0001,11.3334,4.0001,8,1.3334,3.3334,2.6667,2,0
614-61,31.3338,0,22.6669,8.6669,20.6668,8.0002,7.3334,2,13.3334,6.0002,0.6667,0
614-65,34.0004,0,26.667,8.0001,24.6669,6.6667,21.3335,2,3.3334,4.6667,0.6667,0
614-69,18.6671,0,14.0002,4.6669,12.0002,4.0002,7.3335,2.6668,4.6667,1.3334,0.6667,0
614-73,8.0002,0,4.0001,4.0001,4.0001,4.0001,4.0001,0,0,4.0001,0,0
614-77,26.0001,0,22.0001,4,20.6667,4,18.6667,0,2,4,0,0
614-81,13.3335,0,12.6668,0.6667,12.6668,0.6667,6.0001,0,6.6667,0.6667,0,0
614-85,50.6668,0,44.6667,6.0001,44,5.3334,44,0.6667,0,4.6667,0.6667,0
614-9,1.3334,0,0,1.3334,0,1.3334,0,0.6667,0,0.6667,0,0
615-1,30.667,0,24.0002,6.6668,22.6669,6.6668,4.6669,0.6667,18,6.0001,0,0
615-13,18.6671,0,9.3335,9.3336,7.3334,9.3336,3.3334,4.0001,4,5.3335,0,0
615-17,17.3338,0,13.3336,5.3335,8.0002,4.0002,3.3335,0.6667,4.6667,3.3335,0.6667,0
615-21,90.0005,0,70.0003,20.0002,64.6669,20.0002,53.3336,13.3333,11.3333,6.6669,0.6667,0
615-25,239.9999,0,95.9999,145.3333,90.6667,144,26.6667,106.6667,64,37.3333,0,0
615-29,149.3337,0,125.3336,26.6668,88.0002,24.0001,88.0002,0,0,24.0001,2.6667,0
615-33,16.0003,0,9.3336,6.6667,8.0002,6.6667,6.6669,6,1.3333,0.6667,0,0
615-37,102.6677,0,52.6674,50.667,45.3339,46.0002,36.6672,36.0001,8.6667,10.0001,0.6667,0
615-41,20.0002,0,14.0002,6,10.6667,6,10.6667,2,0,4,0.6667,0
615-45,10.0001,0,6,4.0001,4.6667,4.0001,4.6667,1.3333,0,2.6668,0,0
615-49,18.0002,0.6667,13.3334,4.0001,13.3334,4.0001,11.3334,2.6667,2,1.3334,0,0
615-5,20.6671,0,16.667,4.0001,11.3336,4.0001,9.3336,2,2,2.0001,0.6667,0
615-9,27.3339,0,20.667,6.6669,18.6669,6.0002,8.6669,2.6668,10,3.3334,0.6667,0
62-1,70.6671,0,39.3337,32.0001,34.6669,30.0001,26.6669,7.3334,8,22.6667,0.6667,0
62-13,121.3337,0,81.3338,40.6666,75.3337,35.9998,32.667,2,42.6667,33.9998,2.6667,0
62-5,116.0008,0,50.0005,66.0003,44.6671,64.0003,22.6671,2.0001,22,62.0002,1.3334,0
62-9,85.3335,0,54,31.3335,52,28.6667,22.6667,0,29.3333,28.6667,2,0
621-1,3.3334,0,0.6667,2.6667,0.6667,2.6667,0.6667,0,0,2.6667,0,0
621-101,61.3338,0,42.0001,19.3337,35.3334,18.0003,30.0001,6.6668,5.3333,11.3335,0,0
621-13,50.6667,0,41.3333,9.3334,40,9.3334,40,1.3333,0,8.0001,0,0
621-17,72.0002,0,56.6667,16.0002,48.6666,14.6668,47.9999,0.6667,0.6667,14.0001,0,0
621-21,58.6668,0,50,12.0001,40.6666,8.0001,39.9999,0,0.6667,8.0001,0,0
621-25,21.3337,0,9.3335,12.0002,6.0002,12.0002,6.0002,5.3335,0,6.6667,2,0
621-29,28.667,2.6667,18.6668,7.3335,13.3334,7.3335,13.3334,2.6667,0,4.6668,2,0
621-33,101.3332,0,76.6665,26.6667,63.3331,24,63.3331,10.6666,0,13.3334,0,0
621-37,55.3338,0.6667,38.0002,16.6669,22.6668,16.0002,22.0001,2.6668,0.6667,13.3334,3.3333,0
621-41,87.3338,0.6667,62.6669,24.0002,58.0001,21.3335,44.0001,4.0001,14,17.3334,0.6667,0
621-45,170.6672,0,118.0003,54.6669,95.3335,48.0003,90.0001,2.6667,5.3334,45.3336,0,0
621-49,295.9995,0,178.6665,117.333,134.6666,114.6664,76,1.3333,58.6666,113.3331,2.6667,0
621-5,33.3335,0,30.0001,3.3334,30.0001,3.3334,30.0001,0.6667,0,2.6667,0,0
621-53,205.3329,1.3333,138.6666,66.6663,90.6666,61.333,59.9999,11.9999,30.6667,49.3331,2.6667,0
621-57,103.3338,0,60.667,43.3335,55.3336,42.6668,52.6669,22,2.6667,20.6668,0.6667,0
621-61,134.6661,1.3333,75.9998,61.333,66.6665,53.333,61.3332,14.6666,5.3333,38.6664,1.3333,0
621-65,48.6668,0,39.3334,9.3334,37.3334,7.3334,10.6667,0,26.6667,7.3334,0,0
621-69,118.0001,0.6667,76.6667,40.6667,46,37.3334,25.3333,1.3333,20.6667,36.0001,0,0
621-73,74.0003,0,51.3336,23.3334,38.0002,21.3334,24.0002,1.3333,14,20.0001,0,0
621-77,85.3336,1.3333,50.6669,34.0001,36.6668,32.0001,32.6668,6.0001,4,26,0.6667,0
621-81,108.6674,0.6667,89.3338,18.6669,60.6671,18.6669,47.3338,5.3335,13.3333,13.3334,0.6667,0
621-85,94.0003,1.3333,57.3335,36.0002,48.0001,34.6668,34.0001,0.6667,14,34.0001,0,0
621-89,154.0003,1.3333,112.6669,42.6668,84.6668,36.6668,46.6668,6.0001,38,30.6667,0,0
621-9,131.3335,0,3.3335,128,2.0001,128,2.0001,1.3333,0,126.6667,0,0
621-93,238.0006,0.6667,125.3336,112.667,104,108.0003,48.6667,16.0002,55.3333,92.0001,1.3334,0
621-97,82.0006,0.6667,58.0004,23.3335,46.667,22.0002,46.667,8.0001,0,14.0001,0,0
622-1,26.0004,0,13.3335,12.6669,11.3334,12.6669,6.6667,1.3334,4.6667,11.3335,0,0
622-13,170.6673,0,88.6669,82.0004,72.6668,79.3337,60.6668,5.3334,12,74.0003,2,0
622-17,58.0003,1.3333,38.0002,19.3335,26.0002,17.3335,24.6668,1.3334,1.3334,16.0001,0,0
622-21,112.667,11.3334,66.6669,34.6667,48.6667,26.6667,42,0,6.6667,26.6667,0.6667,0
622-25,89.3339,0.6667,54.0003,39.3336,35.3336,23.3336,34.6669,2.6667,0.6667,20.6669,2,0
622-29,122.0002,3.3334,69.9999,48.6669,54.6667,43.3336,48.6667,3.3334,6,40.0002,1.3333,0
622-33,158.0003,4,83.9999,70.0004,65.9999,66.667,54.6665,10.0001,11.3334,56.6669,4.6667,0
622-37,120.6667,0,64.6667,58,56.0001,52,52.6668,9.3333,3.3333,42.6667,1.3333,0
622-41,141.3336,0,96.0001,50.6668,77.3334,45.3335,58.6667,2.6667,18.6667,42.6668,2.6667,0
622-45,166.6659,1.3333,81.3328,87.9998,58.6663,74.6665,54.6663,5.3333,4,69.3332,1.3333,0
622-49,56.0005,0,36.667,19.3335,34.0002,19.3335,18.6669,0.6667,15.3333,18.6668,0.6667,0
622-5,82.0001,0,44.6667,37.3334,40,35.3333,28.6667,0.6667,11.3333,34.6666,3.3333,0
622-53,103.3338,0,71.3336,33.3336,62.6668,32.0002,36.6668,4,26,28.0002,3.3334,0
622-57,88.6668,0,50.6669,40.6665,40.6668,34.6666,33.3335,3.3334,7.3333,31.3332,4.6668,0
622-61,64.6669,0,43.3334,21.3335,43.3334,21.3335,22.0001,0,21.3333,21.3335,0,0
622-65,84.0004,0,55.3336,28.6668,48.6669,28.0001,32.6669,2.6668,16,25.3333,4,0
622-69,49.3337,0,31.3335,18.6669,28.0001,18.0002,11.3334,2.6667,16.6667,15.3335,0.6667,0
622-73,67.3336,0,45.3335,22.0001,44.6668,20.6667,10.6668,0.6667,34,20,0,0
622-77,88.6673,0,67.3339,22.0001,62.0003,20.6667,23.3336,2.6667,38.6667,18,1.3334,0
622-9,69.3339,0,41.3336,28.0003,38.0002,26.6669,36.6669,2,1.3333,24.6669,1.3334,0
623-1,20.9878,0,16.6667,4.3211,16.6667,4.3211,1.8519,0,14.8148,4.3211,0,0
623-13,38.2719,0,26.5435,11.7284,22.8397,11.7284,10.494,1.2346,12.3457,10.4938,3.0865,0
623-17,41.9759,0,25.3089,16.667,22.8397,16.0497,8.6422,1.8519,14.1975,14.1978,1.2346,0
623-21,45.6795,0.6173,34.5682,10.494,32.7163,9.8767,23.457,3.0865,9.2593,6.7902,1.8519,0
623-25,58.0253,0,32.7164,25.9262,24.6916,24.0743,15.4323,1.2346,9.2593,22.8397,5.5556,0
623-29,59.8774,0,46.2969,13.5805,44.445,12.9632,23.4573,3.0865,20.9877,9.8767,0.6173,0
623-33,56.1735,0,35.8029,20.3706,33.3337,19.7533,17.9016,1.8519,15.4321,17.9014,0.6173,0
623-5,25.9263,0,15.4323,10.494,12.3458,9.2594,3.7038,0,8.642,9.2594,1.8519,0
623-9,31.482,0,20.988,11.1113,17.9015,10.494,9.2595,0,8.642,10.494,2.4692,0
625-1,16.0001,0,11.3334,4.6667,11.3334,4.6667,3.3334,0,8,4.6667,0,0
625-13,47.3335,1.3333,32.0001,14.0001,28.6667,12.6667,5.3334,0,23.3333,12.6667,2.6667,0
625-17,36.0001,0,25.3334,10.6667,24.0001,10,11.3334,0,12.6667,10,0,0
625-21,32.6669,0,26.6668,6.0001,26.0001,5.3334,5.3334,0,20.6667,5.3334,0.6667,0
625-25,38.0003,0,28.6668,9.3335,28.6668,9.3335,5.3335,0,23.3333,9.3335,0,0
625-29,35.3335,0.6667,29.3334,5.3334,28.6667,4.6667,7.3334,0,21.3333,4.6667,0.6667,0
625-33,36.0002,0.6667,29.3334,6.0001,28.6667,5.3334,4.6667,0.6667,24,4.6667,0,0
625-37,46.667,0,31.3336,16.0001,30.0002,12.6667,3.3335,0,26.6667,12.6667,0.6667,0
625-41,97.334,0.6667,56.0003,43.3337,48.667,38.0003,21.3336,4,27.3334,34.0003,2,0
625-45,66.0003,0,48.0002,18.6668,43.3335,18.0001,15.3335,1.3334,28,16.6667,0,0
625-49,42.6666,0,30.6667,11.9999,28,11.3332,6.6667,0,21.3333,11.3332,2,0
625-5,30.0002,0,24.6667,5.3335,23.3334,5.3335,5.3334,0.6667,18,4.6668,1.3333,0
625-53,58.6672,0,39.3335,20.0004,34.6668,18.0003,11.3335,1.3334,23.3333,16.6669,2,0
625-57,118.6677,0.6667,80.6672,38.0005,61.3337,35.3338,26.667,10.0002,34.6667,25.3336,11.3334,0
625-61,72.6671,0.6667,49.3336,22.6668,44.0002,22.0001,13.3335,7.3335,30.6667,14.6666,1.3334,0
625-65,63.3337,0,50.6669,13.3335,46.0002,12.6668,17.3335,0.6667,28.6667,12.0001,2.6666,0
625-69,69.3339,0.6667,36.6668,32.0004,33.3334,30.0003,16.0001,4.0001,17.3333,26.0002,2.6667,0
625-73,51.3338,0,40.6669,10.6669,38.6669,10.0002,18.6669,1.3334,20,8.6668,0,0
625-77,99.3337,0,54.667,45.3334,51.3336,43.3333,18.6669,1.3333,32.6667,42,2,0
625-9,38.0002,0,27.3336,11.3333,26.6669,10.6666,10.6669,0,16,10.6666,0,0
627-1,46.4914,0,31.579,15.7896,28.0702,14.9124,7.0176,1.7544,21.0526,13.158,2.6316,0
627-13,64.9127,0,46.4915,18.4212,37.7195,17.544,21.0528,0.8772,16.6667,16.6668,7.8948,0
627-17,92.1056,0,66.6669,25.4387,65.7897,25.4387,25.4388,4.386,40.3509,21.0527,0.8772,0
627-21,70.1756,0,47.3685,22.8071,44.7369,21.9299,10.5264,0.8772,34.2105,21.0527,1.7544,0
627-25,59.6494,0,41.2282,19.2984,37.7194,18.4212,11.4036,1.7544,26.3158,16.6668,2.6316,0
627-29,40.351,0,34.2106,6.1404,33.3334,5.2632,7.0176,0,26.3158,5.2632,0.8772,0
627-33,89.4738,0,72.8071,16.6667,71.9299,16.6667,14.9124,0,57.0175,16.6667,0,0
627-37,79.825,0,51.7546,28.0704,50.0002,27.1932,20.1756,1.7544,29.8246,25.4388,0.8772,0
627-41,88.5968,0,57.0178,31.579,54.3862,28.9474,28.0704,0,26.3158,28.9474,2.6316,0
627-5,92.1056,0.8772,62.2809,28.9475,50.8774,26.3159,23.6844,4.386,27.193,21.9299,8.7719,0
627-9,50.8774,0,34.2106,16.6668,33.3334,13.158,11.4036,0.8772,21.9298,12.2808,0,0
63-1,90.6438,0,49.1231,43.2751,35.6727,36.2575,34.5031,20.4679,1.1696,15.7896,5.848,0
63-13,39.1815,0,25.1463,14.62,20.4679,12.8656,17.5439,3.5088,2.924,9.3568,3.5088,0
63-17,72.515,0,49.7078,23.9768,33.9182,22.2224,33.9182,8.772,0,13.4504,4.0936,0
63-21,38.5968,0,23.9768,15.7896,17.544,13.4504,15.7896,1.7544,1.7544,11.696,2.3392,0
63-25,40.936,0,26.9008,14.0352,18.1288,14.0352,15.7896,1.7544,2.3392,12.2808,4.6784,0
63-29,25.7311,0,15.7895,9.9416,12.8655,9.9416,11.6959,1.1696,1.1696,8.772,1.7544,0
63-5,67.8368,0,33.9184,33.9184,29.8248,30.9944,28.6552,4.0936,1.1696,26.9008,2.3392,0
63-9,28.6551,0,13.4504,15.7895,9.3568,14.0351,9.3568,1.7544,0,12.2807,1.7544,0
630-1,44.0003,0,33.3336,10.6667,30.6669,10.6667,20.6669,2.0001,10,8.6666,0,0
630-13,46.6671,0,37.3337,10.0001,35.3336,9.3334,23.3336,5.3334,12,4,0.6667,0
630-17,32.0004,0.6667,22.667,9.3334,19.3336,8.6667,14.6669,4,4.6667,4.6667,0,0
630-21,41.3334,0,26,15.3334,24.6666,14.6667,15.3333,4.6667,9.3333,10,0,0
630-25,58.0004,0,38.6668,20.0003,30.0001,18.6669,23.3334,11.3335,6.6667,7.3334,0,0
630-29,30.0002,0.6667,16.0002,13.3333,13.3335,13.3333,10.6668,10,2.6667,3.3333,0,0
630-33,66.0004,0.6667,40.0003,25.3334,34.6668,25.3334,31.3335,16.6667,3.3333,8.6667,0.6667,0
630-37,76.0005,0,55.3336,22.6669,44.6669,20.6669,37.3336,14.6668,7.3333,6.0001,0,0
630-41,27.3336,0,16.0001,11.3335,14.0001,10.0002,9.3334,5.3335,4.6667,4.6667,0,0
630-45,23.3334,0,16,7.3334,13.3333,7.3334,12,2.6668,1.3333,4.6666,0,0
630-49,22.0005,0,13.3336,8.6669,13.3336,8.0002,13.3336,2,0,6.0002,0,0
630-5,36.0003,0,28.0002,8.6668,26.0001,8.0001,12.6668,1.3333,13.3333,6.6668,0,0
630-53,13.3336,0,8,5.3336,7.3333,5.3336,6,2.0001,1.3333,3.3335,0,0
630-57,16.0002,0,9.3333,6.6669,9.3333,5.3335,7.3333,1.3333,2,4.0002,0,0
630-61,30.0002,0,25.3334,4.6668,24,4.6668,21.3333,2.0001,2.6667,2.6667,0,0
630-65,14.6669,0.6667,12.6668,1.3334,8.0001,1.3334,5.3334,0,2.6667,1.3334,0.6667,0
630-69,36.6673,0,28.0004,9.3336,26.0003,7.3335,21.3336,1.3334,4.6667,6.0001,0,0
630-73,64.0006,0,45.3337,19.3336,38.0003,16.6668,35.3336,4.6667,2.6667,12.0001,0,0
630-77,78.0005,0,65.3336,13.3336,50.0002,10.0002,30.0002,4.0001,20,6.0001,0,0
630-81,48.6669,0,38.6667,10.0002,34,9.3335,23.3333,3.3334,10.6667,6.0001,0,0
630-85,22,0,15.3334,6.6666,13.3334,5.3333,7.3334,4,6,1.3333,0,0
630-89,33.3335,0,24.0001,9.3334,19.3333,9.3334,18,6.6666,1.3333,2.6668,0.6667,0
630-9,161.3336,0,134.0001,29.3335,125.3333,26.0002,88,8.6667,37.3333,17.3335,0,0
631-1,48.0001,0,15.3334,32.6667,13.3334,32.6667,13.3334,22.6667,0,10,0.6667,0
631-13,171.3341,0,72.6672,100.0002,57.3338,95.3336,48.0005,50.6668,9.3333,44.6668,0,0
631-17,56.0004,0.6667,14.0002,41.3335,10.6669,40.6668,8.0002,23.3335,2.6667,17.3333,0,0
631-21,58.0001,0,20,38.0001,14.6667,36.0001,12.6667,18,2,18.0001,1.3333,0
631-25,102.0004,0,13.3335,88.6669,10.0001,87.3335,8.6668,61.3334,1.3333,26.0001,0,0
631-29,154.6675,0,44.6671,111.3337,32.0004,102.0005,30.6671,66.0002,1.3333,36.0003,0,0
631-33,95.3339,0,38.0004,57.3335,28.0004,53.3335,24.0004,29.3334,4,24.0001,0,0
631-37,148.6676,0,63.3339,86.667,43.3338,76.0003,38.0005,38.6669,5.3333,37.3334,0.6667,0
631-41,52.667,0,12.6668,40.0002,9.3335,37.3336,9.3335,16.6667,0,20.6669,0,0
631-45,64.6673,0,24.0003,40.667,20.0002,40.0003,19.3335,10.6668,0.6667,29.3335,0,0
631-49,279.9989,0,171.9995,109.3327,123.9996,98.6661,106.6663,42.6665,17.3333,55.9996,4,0
631-5,204.0006,0.6667,84.6669,120.667,53.3335,116.6669,44.0002,75.3335,9.3333,41.3334,2,0
631-53,196.6669,0,12.0002,185.3334,8.6668,184.6667,8.6668,116.6667,0,68,1.3333,0
631-57,154.0009,0,75.3337,78.6672,63.3337,68.6671,61.3337,38.0002,2,30.6669,1.3333,0
631-61,38.0004,0,14.0003,24.0001,9.3335,24.0001,8.6668,8.6667,0.6667,15.3334,0.6667,0
631-65,30,0,10,20,4,19.3333,4,4.6667,0,14.6666,0,0
631-69,45.3334,0,16.6667,28.6667,14,28.6667,14,12.6667,0,16,0,0
631-73,162.6662,0,106.6664,55.9998,102.6665,54.6665,102.6665,23.9999,0,30.6666,0,0
631-77,132.6669,0,61.3335,71.3334,54.6668,70.6667,54.6668,42.6668,0,27.9999,0,0
631-81,177.3336,0,60.0002,117.3334,54.6668,115.3334,54.6668,52.6667,0,62.6667,0.6667,0
631-85,119.3336,0,80.6668,38.6668,72.6668,34.6668,72.6668,9.3333,0,25.3335,0,0
631-89,57.3338,0,47.3336,10.0002,45.3335,9.3335,44.6668,5.3334,0.6667,4.0001,0,0
631-9,94.0004,0,26.6668,67.3336,23.3334,67.3336,19.3334,45.3334,4,22.0002,0,0
631-93,92.0001,0,68.6668,23.3333,67.3334,22,67.3334,14,0,8,0,0
632-1,27.3336,0,18.6668,8.6668,18.0001,8.0001,14.0001,0.6667,4,7.3334,0,0
632-13,61.3336,1.3333,54.6668,5.3335,38.0001,5.3335,37.3334,0.6667,0.6667,4.6668,0.6667,0
632-17,53.3334,4,37.3333,12.0001,33.3333,11.3334,32,0,1.3333,11.3334,0,0
632-21,14.6668,0,11.3334,3.3334,10,1.3334,10,0,0,1.3334,0,0
632-25,53.3335,0,48.0001,5.3334,40.0001,2.6667,37.3334,0.6667,2.6667,2,0,0
632-29,28.6668,0.6667,27.3334,0.6667,17.3334,0,17.3334,0,0,0,4,0
632-33,22.6666,0,17.3333,5.3333,11.3333,5.3333,6.6666,4,4.6667,1.3333,2.6667,0
632-37,29.3334,0,24.6667,4.6667,18,3.3334,6.6667,0,11.3333,3.3334,0.6667,0
632-41,84.6669,0,72.0001,14.6668,48.0002,11.3335,47.3335,8.0001,0.6667,3.3334,0.6667,0
632-45,30.0004,0.6667,24.6669,4.6668,20.6668,4.0001,19.3335,0.6667,1.3333,3.3334,0,0
632-49,82.6669,0,70.0002,12.6667,63.3335,12.6667,54.6668,6,8.6667,6.6667,0,0
632-5,114.0005,1.3334,76.0003,36.6668,67.3335,34.6668,63.3335,2.6668,4,32,0.6667,0
632-53,30.0002,0,26.0001,5.3334,18,2.6667,16,1.3334,2,1.3333,1.3333,0
632-57,111.3336,0,92,22.6669,49.3334,18.0002,40.6667,10.6668,8.6667,7.3334,0.6667,0
632-61,31.3335,0,26.0001,5.3334,20.0001,3.3334,10.0001,0.6667,10,2.6667,0,0
632-65,26.0002,0.6667,20.6667,4.6668,18.6667,2.6667,13.3334,0,5.3333,2.6667,0,0
632-9,106.6673,0.6667,80.0004,26.0002,68.667,25.3335,59.3337,2.6668,9.3333,22.6667,0,0
637-1,6.0002,0,4.6668,1.3334,3.3334,1.3334,2.0001,0.6667,1.3333,0.6667,0,0
637-13,48.0003,0,40.0002,10.0001,28.6668,8.0001,11.3335,3.3334,17.3333,4.6667,0.6667,0
637-17,24.0001,0,20.0001,4,13.3334,4,4.6667,0,8.6667,4,0,0
637-21,34.0002,0.6667,28.6667,4.6668,24,4.6668,8.6667,1.3334,15.3333,3.3334,1.3333,0
637-29,190.6676,0.6667,160.6672,33.3337,76.6671,28.667,60.0004,14.0002,16.6667,14.6668,4,0
637-33,61.3338,0,50.0003,13.3335,33.3336,11.3335,22.6669,2.6668,10.6667,8.6667,0,0
637-37,84.0005,0,70.0003,14.0002,50.0002,13.3335,20.0002,6.0001,30,7.3334,1.3333,0
637-41,56.6669,0,54.6668,2.0001,50.6667,2.0001,5.3334,0.6667,45.3333,1.3334,0,0
637-45,51.3335,0,40.6667,12.6668,25.3333,10.6668,22,5.3334,3.3333,5.3334,0,0
637-49,75.3338,0,59.3336,18.6669,33.3335,16.0002,26.6668,9.3335,6.6667,6.6667,2.6667,0
637-5,60.667,0,56.0003,5.3334,44.0002,2.6667,18.0002,0.6667,26,2,0,0
637-53,56,0,40.6666,16.6667,30.6667,15.3334,10.6667,5.3333,20,10.0001,0,0
637-57,18.6669,0,16.6668,2.6668,14.6667,2.0001,1.3334,0,13.3333,2.0001,0,0
637-61,12.0004,0,8.0003,4.0001,6.0002,4.0001,3.3335,0,2.6667,4.0001,0,0
637-65,42.6668,0,35.3335,7.3333,14.6668,7.3333,11.3335,0,3.3333,7.3333,0,0
637-69,47.3334,0.6667,32,14.6667,24.6666,14.6667,13.3333,2.6666,11.3333,12.0001,0,0
637-9,25.3337,0,20.6669,7.3335,12.6668,4.6668,6.0001,1.3334,6.6667,3.3334,0,0
638-1,9.3333,0,8,1.3333,8,1.3333,0.6667,0,7.3333,1.3333,0,0
638-13,36.6669,0,28.0001,10.0001,24.6668,8.6668,11.3335,3.3334,13.3333,5.3334,0,0
638-17,10.6667,0,8,2.6667,4,2.6667,3.3333,0.6667,0.6667,2,0.6667,0
638-21,10.6668,0,8.0001,2.6667,7.3334,2.6667,4.6667,0,2.6667,2.6667,0,0
638-25,17.3335,0,7.3334,10.0001,7.3334,9.3334,1.3334,3.3333,6,6.0001,0,0
638-29,10.0002,0,4.0001,6.6668,2.6667,6.0001,2,0.6667,0.6667,5.3334,0,0
638-33,44.0004,0,14.667,30.0001,8.6669,28.6667,6.0002,20.6667,2.6667,8,0,0
638-37,1.3334,0,1.3334,0,0.6667,0,0.6667,0,0,0,0,0
638-41,46.0005,0,34.0004,12.6668,31.3336,11.3334,26.0003,1.3333,5.3333,10.0001,0,0
638-45,9.3335,0,7.3334,2.0001,7.3334,2.0001,6.6667,0.6667,0.6667,1.3334,0,0
