aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxa_name,TG_latest,References,PataHunt_traitValue,filter_or_not,campbell_diet
325379,Hyperiella antarctica,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella,Hyperiella antarctica,urn:lsid:marinespecies.org:taxname:325379,"Hyperiella antarctica†Bovallius, 1887",Amphipod,Hyperiella antarctica,carnivore,[1] Hyperiid,not determined,0,NA
325387,Hyperiella macronyx,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella macronyx,NA,urn:lsid:marinespecies.org:taxname:325387,"Hyperiella macronyx†(Walker, 1906)",Amphipod,Hyperiella macronyx,carnivore,[1] Hyperiid,not determined,0,NA
103256,Hyperoche medusarum,Hyperoche medusarum,97,"(Kr√∂yer, 1838)",220,Species,101798,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,Hyperoche medusarum,urn:lsid:marinespecies.org:taxname:103256,"Hyperoche medusarum (Kr√∂yer, 1838)",Amphipod,Hyperoche medusarum,carnivore,[1] Hyperiid,parasite; commensal,0,NA
101798,Hyperoche,Hyperoche,95,"Bovallius, 1887",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,NA,urn:lsid:marinespecies.org:taxname:101798,"Hyperoche Bovallius, 1887",Amphipod,Hyperoche sp.,carnivore,[1] Hyperiid,parasite; carnivore,0,NA
101802,Mimonectes,Mimonectes,126,"Bovallius, 1885",180,Genus,101419,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,Mimonectes,NA,urn:lsid:marinespecies.org:taxname:101802,"Mimonectes Bovallius, 1885",Amphipod,Mimonectes spp.,carnivore,[1] Hyperiid,not determined,0,NA
1205,Hyperiidea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1205,Hyperiidea,Amphipod,Hyperiidea (Total),carnivore,[1] Hyperiid,not determined,0,NA
101383,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted (paraphyletic),Amphipod,Gammaridea,omnivore,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA
1135,Amphipoda,Amphipoda,4,"Latreille, 1816",100,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1135,"Amphipoda Latreille, 1816",Amphipod,Amphipod,NA,Comprised of omni and carni,carnivore,0,NA
101417,Hyperiidae,Hyperiidae,92,"Dana, 1852",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,urn:lsid:marinespecies.org:taxname:101417,"Hyperiidae Dana, 1852",Amphipod,Hyperiid amphipod,carnivore,[1] Hyperiid,not determined,0,NA
196121,Caprelloidea,Caprelloidea,32,"Leach, 1814",130,Superfamily,719478,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:196121,"Caprelloidea Leach, 1814",Amphipod,Caprelloidea,NA,"Comprised of omni and carni (Guerra-GarcÌa & Tierno de Figueroa, 2009; 10.1007/s00227-009-1220-3)",not determined,0,NA
1207,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted; Gammaridea,Amphipod,Gammarid amphipod,omnivore,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA
196118,Oxycephalidae,Oxycephalidae,141,"Dana, 1852",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,NA,NA,urn:lsid:marinespecies.org:taxname:196118,"Oxycephalidae Dana, 1852",Amphipod,Oxycephalidae,carnivore,[1] Hyperiid,not determined,0,NA
155698,Platysceloidea,Platysceloidea,180,"Spence Bate, 1862",130,Superfamily,1055272,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:155698,"Platysceloidea Spence Bate, 1862",Amphipod,Platysceloidea indet,carnivore,[1] Hyperiid,not determined,0,NA
236598,Parascelidae,Parascelidae,157,"Bovallius, 1887",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,NA,NA,urn:lsid:marinespecies.org:taxname:236598,"Parascelidae Bovallius, 1887",Amphipod,Parascelidae,carnivore,[1] Hyperiid,not determined,0,NA
101424,Scinidae,Scinidae,216,"Stebbing, 1888",140,Family,155687,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,NA,NA,urn:lsid:marinespecies.org:taxname:101424,"Scinidae Stebbing, 1888",Amphipod,Scinidae,carnivore,[1] Hyperiid,not determined,0,NA
236596,Paraphronima crassipes,Paraphronima crassipes,153,"Claus, 1879",220,Species,236595,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,Paraphronima crassipes,urn:lsid:marinespecies.org:taxname:236596,"Paraphronima crassipes Claus, 1879",Amphipod,Paraphronima crassipes,carnivore,[1] [P] Hyperiid,carnivore,0,NA
101804,Phronima,Phronima,164,"Latreille, 1802",180,Genus,101420,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,NA,urn:lsid:marinespecies.org:taxname:101804,"Phronima Latreille, 1802",Amphipod,Phronima spp.,carnivore,[1] Hyperiid,not determined,0,NA
103273,Phrosina semilunata,Phrosina semilunata,175,"Risso, 1822",220,Species,101805,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,Phrosina semilunata,urn:lsid:marinespecies.org:taxname:103273,"Phrosina semilunata Risso, 1822",Amphipod,Phrosina semilunata,carnivore,[1] Hyperiid,not determined,0,NA
155686,Physosomata,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Physosomata,NA,urn:lsid:marinespecies.org:taxname:155686,Physosomata,Amphipod,Physosomata,carnivore,[1] Hyperiid,not determined,0,NA
180759,Primno macropa,Euprimno macropa,198,"Gu√©rin-M√©neville, 1836",220,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Primno macropa Gu√©rin-M√©neville, 1836",Amphipod,Primno macropa,carnivore,[1] Hyperiid,not determined,0,NA
101806,Primno,Primno,193,"Gu√©rin-M√©neville, 1836",180,Genus,101421,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,NA,urn:lsid:marinespecies.org:taxname:101806,"Primno Gu√©rin-M√©neville, 1836",Amphipod,Primno spp.,carnivore,[1] Hyperiid,not determined,0,NA
205957,Rhabdosoma,Rhabdosoma,204,"White, 1847",180,Genus,196118,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Rhabdosoma,NA,urn:lsid:marinespecies.org:taxname:205957,"Rhabdosoma White, 1847",Amphipod,Rhabdosoma spp,carnivore,[1] Hyperiid,not determined,0,NA
101810,Scina,Scina,210,"Prestandrea, 1833",180,Genus,101424,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,Scina,NA,urn:lsid:marinespecies.org:taxname:101810,"Scina Prestandrea, 1833",Amphipod,Scina spp.,carnivore,[1] Hyperiid,not determined,0,NA
205038,Synopia,Synopia,229,"Dana, 1852",180,Genus,101410,Animalia,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Synopia,NA,urn:lsid:marinespecies.org:taxname:205038,"Synopia Dana, 1852",Amphipod,Synopia spp.,NA,"Difficult to attribute (Ja?d?ewska, 2015; 10.1016/j.dsr2.2014.08.008)",not determined,0,NA
325384,Themisto gaudichaudii,Parathemisto gaudichaudi,240,"Gu√©rin, 1825",220,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto gaudichaudii,urn:lsid:marinespecies.org:taxname:325384,"Themisto gaudichaudii Gu√©rin, 1825",Amphipod,Themisto gaudichaudii,carnivore,[1] Hyperiid,not determined,0,NA
101800,Themisto,Themisto,237,"Gu√©rin, 1825",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,urn:lsid:marinespecies.org:taxname:101800,"Themisto Gu√©rin, 1825",Amphipod,Themisto sp.,carnivore,[1] Hyperiid,parasite; carnivore,0,NA
325381,Themisto australis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto australis,urn:lsid:marinespecies.org:taxname:325381,"Themisto australis†(Stebbing, 1888)",Amphipod,Themisto australis,carnivore,[1] Hyperiid,not determined,0,NA
101812,Vibilia,Vibilia,254,"H. Milne Edwards, 1830",180,Genus,101426,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,NA,urn:lsid:marinespecies.org:taxname:101812,"Vibilia H. Milne Edwards, 1830",Amphipod,Vibilia spp.,carnivore,[1] Hyperiid,parasite,0,NA
325408,Vibilia antarctica,Viblia antarctica,255,"Stebbing, 1888",220,Species,101812,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia antarctica,urn:lsid:marinespecies.org:taxname:325408,"Vibilia antarctica Stebbing, 1888",Amphipod,Vibilia antarctica,carnivore,[1] Hyperiid,not determined,0,NA
236632,Vibilia armata,Vibilia armata,256,"Bovallius, 1887",220,Species,101812,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia armata,urn:lsid:marinespecies.org:taxname:236632,"Vibilia armata Bovallius, 1887",Amphipod,Vibilia armata,carnivore,[1] Hyperiid,parasite,0,NA
10295,Leptocephalus larvae,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Anguilliformes,Nettastomatidae,Leptocephalus,NA,urn:lsid:marinespecies.org:taxname:843623,Leptocephalus†[Nettastomatidae],NA,Leptocephalus,NA,NA,not determined,0,NA
13551,Anthoathecata,Anthoathecata,3093,"Cornelius, 1992",100,Order,19494,Animalia,Cnidaria,Hydrozoa,Anthoathecata,NA,NA,NA,urn:lsid:marinespecies.org:taxname:13551,"Anthoathecata Cornelius, 1992",Hydromedusae,Anthoathecata,NA,NA,not determined,0,NA
266712,Aidanosagitta regularis,Aidenosagitta regularis,2514,"(Aida, 1897)",220,Species,264890,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,Aidanosagitta regularis,urn:lsid:marinespecies.org:taxname:266712,"Aidanosagitta regularis (Aida, 1897)",Chaetognath,Aidanosagitta regularis,carnivore,[1],not determined,0,NA
105406,Flaccisagitta,Flaccisagitta,2533,"Tokioka, 1965",180,Genus,5953,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,NA,urn:lsid:marinespecies.org:taxname:105406,"Flaccisagitta Tokioka, 1965",Chaetognath,Flaccisagitta spp.,carnivore,[1],not determined,0,NA
105434,Flaccisagitta enflata,Flaccisagitta enflata,2534,"(Grassi, 1881)",220,Species,105406,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,Flaccisagitta enflata,urn:lsid:marinespecies.org:taxname:105434,"Flaccisagitta enflata (Grassi, 1881)",Chaetognath,Flaccisagitta enflata,carnivore,[1],not determined,0,NA
5953,Sagittidae,Sagittidae,2561,"Claus & Grobben, 1905",140,Family,5950,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,NA,NA,urn:lsid:marinespecies.org:taxname:5953,"Sagittidae Claus & Grobben, 1905",Chaetognath,Sagittidae indet,carnivore,[1],not determined,0,NA
266258,Pseudosagitta gazellae,Sagitta gazellae,2552,"(Ritter-Z√°hony, 1909)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,Pseudosagitta gazellae,urn:lsid:marinespecies.org:taxname:266258,"Pseudosagitta gazellae (Ritter-Z√°hony, 1909)",Chaetognath,Pseudosagitta gazellae,carnivore,[1],not determined,0,NA
105409,Pseudosagitta,Pseudosagitta,2551,"Germain & Joubin, 1912",180,Genus,5953,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,NA,urn:lsid:marinespecies.org:taxname:105409,"Pseudosagitta Germain & Joubin, 1912",Chaetognath,Pseudosagitta sp.,carnivore,[1],carnivore,0,NA
105465,Serratosagitta tasmanica,Sagitta tasmanica,2567,"(Thompson, 1947)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,Serratosagitta tasmanica,urn:lsid:marinespecies.org:taxname:105465,"Serratosagitta tasmanica (Thompson, 1947)",Chaetognath,Serratosagitta tasmanica,carnivore,[1],not determined,0,NA
105464,Serratosagitta serratodentata,Sagitta serratodentata,2566,"(Krohn, 1853)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,Serratosagitta serratodentata,urn:lsid:marinespecies.org:taxname:105464,"Serratosagitta serratodentata (Krohn, 1853)",Chaetognath,Serratosagitta serratodentata,carnivore,[1],not determined,0,NA
266854,Solidosagitta marri,Sagitta marri,2569,"(David, 1956)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,Solidosagitta marri,urn:lsid:marinespecies.org:taxname:266854,"Solidosagitta marri (David, 1956)",Chaetognath,Solidosagitta marri,carnivore,[1],not determined,0,NA
104108,Acartia,Acartia,318,"Dana, 1846",180,Genus,104074,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,NA,urn:lsid:marinespecies.org:taxname:104108,"Acartia Dana, 1846",Calanoid,Acartia spp.,omnivore,[1] [A],omnivore; herbivore,0,omni
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,omnivore,[1] [A],suspension feeder,0,NA
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,omnivore,[1] [A],omnivore; herbivore,0,NA
346042,Acartia (Acartiura) tranteri,Acartia (Acartiura) tranteri,357,"Bradford, 1976",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) tranteri,urn:lsid:marinespecies.org:taxname:346042,"Acartia (Acartiura) tranteri Bradford, 1976",Calanoid,Acartia tranteri,omnivore,[1] [A],omnivore; herbivore,0,omni
346026,Acartia (Acartia) danae,Acartia (Acartia) danae,337,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) danae,urn:lsid:marinespecies.org:taxname:346026,"Acartia (Acartia) danae Giesbrecht, 1889",Calanoid,Acartia danae,omnivore,[1] [A],omnivore; herbivore,0,omni
346030,Acartia (Acartia) negligens,Acartia (Acartia) negligens,341,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) negligens,urn:lsid:marinespecies.org:taxname:346030,"Acartia (Acartia) negligens Dana, 1849",Calanoid,Acartia negligens,omnivore,[1] [A],omnivore; herbivore,0,omni
345933,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) fossae,326,"Gurney, 1927",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) fossae,urn:lsid:marinespecies.org:taxname:345933,"Acartia (Acanthacartia) fossae Gurney, 1927",Calanoid,Acartia fossae,omnivore,[1] [A],omnivore; herbivore,0,omni
346059,Acartia (Odontacartia) pacifica,Acartia (Odontacartia) pacifica,374,"Steuer, 1915",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) pacifica,urn:lsid:marinespecies.org:taxname:346059,"Acartia (Odontacartia) pacifica Steuer, 1915",Calanoid,Acartia pacifica,omnivore,[1] [A],omnivore; herbivore,0,omni
345943,Acartia (Acanthacartia) tonsa,Acartia (Acanthacartia) tonsa,334,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) tonsa,urn:lsid:marinespecies.org:taxname:345943,"Acartia (Acanthacartia) tonsa Dana, 1849",Calanoid,Acartia tonsa,omnivore,[1] [A],omnivore; herbivore,0,omni
346050,Acartia (Odontacartia) australis,Acartia (Odontacartia) australis,365,"Farran, 1936",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) australis,urn:lsid:marinespecies.org:taxname:346050,"Acartia (Odontacartia) australis Farran, 1936",Calanoid,Acartia australis,omnivore,[1] [A],omnivore; herbivore,0,omni
346049,Acartia (Odontacartia) amboinensis,Acartia (Odontacartia) amboinensis,364,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) amboinensis,urn:lsid:marinespecies.org:taxname:346049,"Acartia (Odontacartia) amboinensis Carl, 1907",Calanoid,Acartia amboinensis,omnivore,[1] [A],omnivore; herbivore,0,omni
346040,Acartia (Acartiura) simplex,Acartia (Acartiura) simplex,355,"Sars G.O., 1905",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) simplex,urn:lsid:marinespecies.org:taxname:346040,"Acartia (Acartiura) simplex Sars G.O., 1905",Calanoid,Acartia simplex,omnivore,[1] [A],omnivore; herbivore,0,omni
345940,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) sinjiensis,331,"Mori, 1940",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) sinjiensis,urn:lsid:marinespecies.org:taxname:345940,"Acartia (Acanthacartia) sinjiensis Mori, 1940",Calanoid,Acartia sinjiensis,omnivore,[1] [A],not determined,0,omni
346051,Acartia (Odontacartia) bispinosa,Acartia (Odontacartia) bispinosa,366,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) bispinosa,urn:lsid:marinespecies.org:taxname:346051,"Acartia (Odontacartia) bispinosa Carl, 1907",Calanoid,Acartia bispinosa,omnivore,[1] [A],not determined,0,omni
416442,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) pietschmani,329,"Pesta, 1912",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) pietschmani,urn:lsid:marinespecies.org:taxname:416442,"Acartia (Acanthacartia) pietschmani Pesta, 1912",Calanoid,Acartia pietschmani,omnivore,[1] [A],not determined,0,omni
149755,Acartia (Acartiura) clausi,Acartia (Acartiura) clausi,343,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755,"Acartia (Acartiura) clausi Giesbrecht, 1889",Calanoid,Acartia clausi,omnivore,[1] [A],omnivore; herbivore,0,omni
104192,Acrocalanus,Acrocalanus,390,"Giesbrecht, 1888",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,urn:lsid:marinespecies.org:taxname:104192,"Acrocalanus Giesbrecht, 1888",Calanoid,Acrocalanus spp.,omnivore,[A],not determined,0,omni
220838,Acrocalanus gracilis,Acrocalanus gracilis,393,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gracilis,urn:lsid:marinespecies.org:taxname:220838,"Acrocalanus gracilis Giesbrecht, 1888",Calanoid,Acrocalanus gracilis,omnivore,[A],omnivore; herbivore,0,omni
104645,Acrocalanus gibber,Acrocalanus gibber,392,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gibber,urn:lsid:marinespecies.org:taxname:104645,"Acrocalanus gibber Giesbrecht, 1888",Calanoid,Acrocalanus gibber,omnivore,[A],omnivore; herbivore,0,omni
220839,Acrocalanus monachus,Acrocalanus monachus,395,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus,urn:lsid:marinespecies.org:taxname:220839,"Acrocalanus monachus Giesbrecht, 1888",Calanoid,Acrocalanus monachus,omnivore,[A],omnivore; herbivore,0,omni
104646,Acrocalanus longicornis,Acrocalanus longicornis,394,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus longicornis,urn:lsid:marinespecies.org:taxname:104646,"Acrocalanus longicornis Giesbrecht, 1888",Calanoid,Acrocalanus longicornis,omnivore,[A],omnivore; herbivore,0,omni
104275,Aetideus armatus,Aetideus armatus,413,"(Boeck, 1872)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus armatus,urn:lsid:marinespecies.org:taxname:104275,"Aetideus armatus (Boeck, 1872)",Calanoid,Aetideus armatus,carnivore,[1] [2] [A],omnivore; carnivore,0,omni
104276,Aetideus giesbrechti,Aetideus giesbrechti,417,"Cleve, 1904",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus giesbrechti,urn:lsid:marinespecies.org:taxname:104276,"Aetideus giesbrechti Cleve, 1904",Calanoid,Aetideus giesbrechti,carnivore,[2] [A],carnivore,0,NA
341238,Aetideus australis,Aetideus australis,414,"(Vervoort, 1957)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus australis,urn:lsid:marinespecies.org:taxname:341238,"Aetideus australis (Vervoort, 1957)",Calanoid,Aetideus australis,carnivore,Derived at genus level,not determined,0,NA
104112,Aetideus,Aetideus,410,"Brady, 1883",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,NA,urn:lsid:marinespecies.org:taxname:104112,"Aetideus Brady, 1883",Calanoid,Aetideus spp.,carnivore,[A] *,omnivore,0,omni
104273,Aetideus acutus,Aetideus acutus,411,"Farran, 1929",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus acutus,urn:lsid:marinespecies.org:taxname:104273,"Aetideus acutus Farran, 1929",Calanoid,Aetideus acutus,carnivore,[A],omnivore; carnivore,0,omni
345717,Aetideus pseudarmatus,Aetideus pseudarmatus,419,"Bradford, 1971",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus pseudarmatus,urn:lsid:marinespecies.org:taxname:345717,"Aetideus pseudarmatus Bradford, 1971",Calanoid,Aetideus pseudarmatus,carnivore,Derived at genus level,not determined,0,omni
